genre_ids,id_x,original_language,original_title,popularity,vote_average,vote_count,title_clean,release_date,movie,production_budget,worldwide_gross,title,domestic_gross,foreign_gross
"[27, 53]",233208,ru,Warhouse,1.77,4.1,15,warhouse,2014-01-31,warhouse,0.0,0.0,warhouse,0.0,0.0
"[53, 878, 28]",321662,en,LA Apocalypse,1.768,4.6,17,la apocalypse,2014-06-20,la apocalypse,0.0,0.0,la apocalypse,0.0,0.0
"[18, 36, 10749]",315366,ru,Василиса,1.767,3.8,2,vasilisa,2014-12-20,vasilisa,0.0,0.0,vasilisa,0.0,0.0
"[99, 10402]",261857,en,Ballet 422,1.766,6.1,26,ballet 422,2014-04-19,ballet 422,0.0,0.0,ballet 422,0.0,0.0
"[18, 35]",261825,he,Efes Beyahasei Enosh,1.76,6.7,32,zero motivation,2014-10-01,zero motivation,0.0,0.0,Zero Motivation,0.0,0.0
[18],282376,ka,სიმინდის კუნძული,1.759,8.1,20,corn island,2014-10-15,corn island,0.0,0.0,corn island,0.0,0.0
[18],215931,en,Beneath the Harvest Sky,1.757,6.4,8,beneath the harvest sky,2014-04-18,beneath the harvest sky,0.0,0.0,beneath the harvest sky,0.0,0.0
"[80, 18]",264578,en,Jack Irish: Dead Point,1.752,6.8,8,jack irish: dead point,2014-04-13,jack irish: dead point,0.0,0.0,jack irish: dead point,0.0,0.0
"[10751, 14, 12]",309770,en,The Christmas Dragon,1.752,5.4,16,the christmas dragon,2014-11-07,the christmas dragon,0.0,0.0,the christmas dragon,0.0,0.0
"[18, 35]",275585,fr,Le vrai du faux,1.751,5.9,10,real lies,2014-07-09,real lies,0.0,0.0,real lies,0.0,0.0
[35],253944,fr,Arrête ou je continue,1.75,4.8,13,"if you don't, i will",2014-12-17,"if you don't, i will",0.0,0.0,"if you don't, i will",0.0,0.0
"[18, 10749, 53]",300238,en,Flowerman,1.748,4.6,5,flowerman,2014-03-26,flowerman,0.0,0.0,flowerman,0.0,0.0
"[9648, 35, 10770]",295656,en,Along Came a Nanny,1.746,5.3,7,along came a nanny,2014-10-12,along came a nanny,0.0,0.0,along came a nanny,0.0,0.0
[18],282663,ru,Я не вернусь,1.743,6.0,8,i won't come back,2014-09-20,i won't come back,0.0,0.0,i won't come back,0.0,0.0
[53],198182,en,The Occupants,1.743,3.6,8,the occupants,2014-01-13,the occupants,0.0,0.0,the occupants,0.0,0.0
[],303742,en,Trailer Park Boys: Live at the North Pole,1.742,6.9,13,trailer park boys: live at the north pole,2014-11-15,trailer park boys: live at the north pole,0.0,0.0,trailer park boys: live at the north pole,0.0,0.0
"[18, 10402, 10770]",303616,en,Aaliyah: The Princess of R&B,1.74,3.6,11,aaliyah: the princess of r&b,2014-11-15,aaliyah: the princess of r&b,0.0,0.0,aaliyah: the princess of r&b,0.0,0.0
"[10402, 99]",297603,en,James Brown: Mr. Dynamite - The Rise of James Brown,1.739,7.0,18,james brown: mr. dynamite - the rise of james brown,2014-04-27,james brown: mr. dynamite - the rise of james brown,0.0,0.0,james brown: mr. dynamite - the rise of james brown,0.0,0.0
"[14, 18, 35]",132868,ja,おじさん天国,1.738,6.0,1,uncle's paradise,2014-01-30,uncle's paradise,0.0,0.0,uncle's paradise,0.0,0.0
"[35, 18, 27]",253303,en,Buzzard,1.735,5.5,26,buzzard,2015-03-06,buzzard,0.0,0.0,buzzard,0.0,0.0
[99],291868,en,My Life Directed by Nicolas Winding Refn,1.732,6.4,31,my life directed by nicolas winding refn,2014-09-18,my life directed by nicolas winding refn,0.0,0.0,my life directed by nicolas winding refn,0.0,0.0
[99],264166,en,Point and Shoot,1.729,7.0,23,point and shoot,2014-04-19,point and shoot,0.0,0.0,point and shoot,0.0,0.0
[10751],299400,en,Santa Claws,1.727,3.9,8,santa claws,2014-11-04,santa claws,0.0,0.0,santa claws,0.0,0.0
[99],277582,en,Monk With a Camera,1.724,7.9,6,monk with a camera,2014-03-24,monk with a camera,0.0,0.0,monk with a camera,0.0,0.0
"[53, 28]",288818,en,Beyond Justice,1.723,3.2,8,throwdown,2014-12-31,throwdown,0.0,0.0,throwdown,0.0,0.0
[99],455419,en,Secrets of Westminster,1.721,6.7,6,secrets of westminster,2014-09-08,secrets of westminster,0.0,0.0,secrets of westminster,0.0,0.0
[99],295538,en,The Culture High,1.719,7.4,25,the culture high,2014-09-18,the culture high,0.0,0.0,the culture high,0.0,0.0
"[99, 10402]",261814,en,Super Duper Alice Cooper,1.717,6.7,11,super duper alice cooper,2014-04-17,super duper alice cooper,0.0,0.0,super duper alice cooper,0.0,0.0
"[10749, 35, 10751]",279582,en,Looking for Mr. Right,1.716,4.9,9,looking for mr. right,2014-06-07,looking for mr. right,0.0,0.0,looking for mr. right,0.0,0.0
"[12, 28]",277594,en,Hercules Reborn,1.715,4.3,49,hercules reborn,2014-07-08,hercules reborn,0.0,0.0,hercules reborn,0.0,0.0
[35],272160,en,My Man is a Loser,1.712,4.5,23,my man is a loser,2014-07-25,my man is a loser,0.0,0.0,my man is a loser,0.0,0.0
"[53, 80, 9648, 10770]",280874,en,Killing Daddy,1.709,6.0,8,killing daddy,2014-07-05,killing daddy,0.0,0.0,killing daddy,0.0,0.0
[18],278867,pl,Hardkor Disko,1.708,6.4,8,hardkor disko,2014-04-04,hardkor disko,0.0,0.0,hardkor disko,0.0,0.0
"[16, 35, 878]",269711,xx,Johnny Express,1.705,7.8,30,johnny express,2014-05-08,johnny express,0.0,0.0,johnny express,0.0,0.0
"[35, 27]",285598,en,Call Girl of Cthulhu,1.704,5.4,13,call girl of cthulhu,2014-05-08,call girl of cthulhu,0.0,0.0,call girl of cthulhu,0.0,0.0
"[14, 28, 12]",296367,en,Morning Star,1.704,2.6,8,morning star,2014-04-14,morning star,0.0,0.0,morning star,0.0,0.0
[35],262199,en,Hannibal Buress: Live From Chicago,1.691,7.0,21,hannibal buress: live from chicago,2014-03-24,hannibal buress: live from chicago,0.0,0.0,hannibal buress: live from chicago,0.0,0.0
"[28, 12, 53, 27]",292992,en,Fury: The Tales of Ronan Pierce,1.688,4.8,7,fury: the tales of ronan pierce,2014-12-15,fury: the tales of ronan pierce,0.0,0.0,fury: the tales of ronan pierce,0.0,0.0
"[99, 10770]",293006,en,Aliens on the Moon: The Truth Exposed,1.688,3.7,15,aliens on the moon: the truth exposed,2014-07-20,aliens on the moon: the truth exposed,0.0,0.0,aliens on the moon: the truth exposed,0.0,0.0
"[28, 12]",258251,en,Ironclad 2: Battle for Blood,1.687,5.6,45,ironclad 2: battle for blood,2014-07-02,ironclad 2: battle for blood,0.0,0.0,ironclad 2: battle for blood,0.0,0.0
[99],199423,en,Visitors,1.686,7.0,12,visitors,2014-01-24,visitors,0.0,0.0,visitors,0.0,0.0
[35],298522,en,Wyatt Cenac: Brooklyn,1.68,6.3,8,wyatt cenac: brooklyn,2014-10-21,wyatt cenac: brooklyn,0.0,0.0,wyatt cenac: brooklyn,0.0,0.0
[28],287950,en,American Muscle,1.68,4.1,18,american muscle,2014-09-30,american muscle,0.0,0.0,american muscle,0.0,0.0
"[53, 27, 878]",279087,en,Specter,1.679,3.5,7,specter,2014-09-09,specter,0.0,0.0,specter,0.0,0.0
[27],294083,en,Dead Girls,1.676,3.7,6,dead girls,2014-09-21,dead girls,0.0,0.0,dead girls,0.0,0.0
[18],273632,fr,La petite reine,1.673,6.2,13,la petite reine,2014-06-13,la petite reine,0.0,0.0,la petite reine,0.0,0.0
"[10751, 12]",310952,en,A Little Game,1.672,6.1,15,a little game,2014-12-12,a little game,0.0,0.0,a little game,0.0,0.0
[878],293082,en,"10,000 Days",1.672,2.8,9,"10,000 days",2014-11-23,"10,000 days",0.0,0.0,"10,000 days",0.0,0.0
"[16, 10751, 14]",19789,en,My Little Pony: The Princess Promenade,1.671,6.1,7,my little pony: the princess promenade,2006-02-07,my little pony: the princess promenade,0.0,0.0,my little pony: the princess promenade,0.0,0.0
[27],381419,en,Coffer,1.669,6.1,15,coffer,2014-10-20,coffer,0.0,0.0,coffer,0.0,0.0
[18],191482,fr,La vie domestique,1.663,5.9,21,domestic life,2014-04-08,domestic life,0.0,0.0,domestic life,0.0,0.0
[99],250653,en,E-Team,1.661,6.5,15,e-team,2014-01-18,e-team,0.0,0.0,e-team,0.0,0.0
"[16, 18, 10751]",303451,es,Cuerdas,1.659,7.6,24,strings,2014-05-24,strings,0.0,0.0,strings,0.0,0.0
[53],294476,en,Don't Look Back,1.659,4.9,10,don't look back,2014-09-01,don't look back,0.0,0.0,don't look back,0.0,0.0
"[35, 27, 878]",259544,en,Dead on Appraisal,1.658,4.0,5,dead on appraisal,2014-03-01,dead on appraisal,0.0,0.0,dead on appraisal,0.0,0.0
[35],257439,en,Bank$tas,1.652,5.8,4,bank$tas,2014-04-18,bank$tas,0.0,0.0,bank$tas,0.0,0.0
[99],273997,en,Stop at Nothing: The Lance Armstrong Story,1.651,7.3,38,stop at nothing: the lance armstrong story,2014-10-31,stop at nothing: the lance armstrong story,0.0,0.0,stop at nothing: the lance armstrong story,0.0,0.0
"[10749, 35, 18]",254171,hi,बेवकूफ़ियां,1.649,6.0,18,bewakoofiyaan,2014-03-14,bewakoofiyaan,0.0,0.0,bewakoofiyaan,0.0,0.0
"[28, 878, 18]",261899,en,Prospect,1.649,5.8,10,prospect,2014-03-26,prospect,0.0,0.0,prospect,0.0,0.0
"[16, 35]",300914,en,Planes: Vitaminamulch Air Spectacular,1.646,6.1,4,planes: vitaminamulch air spectacular,2014-11-04,planes: vitaminamulch air spectacular,0.0,0.0,planes: vitaminamulch air spectacular,0.0,0.0
[35],266500,en,Dr. Cabbie,1.644,5.6,14,dr. cabbie,2014-09-19,dr. cabbie,0.0,0.0,dr. cabbie,0.0,0.0
[99],291155,en,"Fat, Sick & Nearly Dead 2",1.638,6.2,28,"fat, sick & nearly dead 2",2014-09-18,"fat, sick & nearly dead 2",0.0,0.0,"fat, sick & nearly dead 2",0.0,0.0
"[16, 27]",313744,en,How the 'Dook Stole Christmas,1.634,5.3,9,how the 'dook stole christmas,2014-12-19,how the 'dook stole christmas,0.0,0.0,how the 'dook stole christmas,0.0,0.0
"[10402, 12, 10751]",290300,en,Peter Pan Live!,1.632,5.0,18,peter pan live!,2014-12-04,peter pan live!,0.0,0.0,peter pan live!,0.0,0.0
"[99, 18]",214137,da,The Man Who Saved the World,1.631,6.4,16,the man who saved the world,2014-08-13,the man who saved the world,0.0,0.0,the man who saved the world,0.0,0.0
[99],271707,en,Das große Museum,1.628,6.6,6,the great museum,2014-04-26,the great museum,0.0,0.0,the great museum,0.0,0.0
[99],334616,en,Cristiano Ronaldo: World at His Feet,1.628,6.2,14,cristiano ronaldo: world at his feet,2014-06-01,cristiano ronaldo: world at his feet,0.0,0.0,cristiano ronaldo: world at his feet,0.0,0.0
"[10752, 28]",274285,en,Sector 4: Extraction,1.622,3.3,9,sector 4: extraction,2014-07-22,sector 4: extraction,0.0,0.0,sector 4: extraction,0.0,0.0
"[35, 10751]",295884,en,Saving Christmas,1.622,1.6,37,saving christmas,2014-11-14,saving christmas,0.0,0.0,saving christmas,0.0,0.0
"[53, 878, 12]",327546,en,Recursion,1.618,6.0,3,recursion,2014-02-16,recursion,0.0,0.0,recursion,0.0,0.0
[18],279186,ja,0.5ミリ,1.611,7.3,13,0.5 mm,2014-07-17,0.5 mm,0.0,0.0,0.5 mm,0.0,0.0
[],315007,en,Self-Assembly,1.611,6.5,4,self-assembly,2014-11-28,self-assembly,0.0,0.0,self-assembly,0.0,0.0
"[35, 18]",266405,en,Tyler Perry's Madea's Neighbors from Hell - The Play,1.609,6.8,12,tyler perry's madea's neighbors from hell - the play,2014-04-22,tyler perry's madea's neighbors from hell - the play,0.0,0.0,tyler perry's madea's neighbors from hell - the play,0.0,0.0
[99],298664,en,Magician: The Astonishing Life and Work of Orson Welles,1.604,7.0,20,magician: the astonishing life and work of orson welles,2014-12-12,magician: the astonishing life and work of orson welles,0.0,0.0,magician: the astonishing life and work of orson welles,0.0,0.0
"[35, 99]",289390,en,Women Aren't Funny,1.603,4.9,14,women aren't funny,2014-08-29,women aren't funny,0.0,0.0,women aren't funny,0.0,0.0
"[35, 10751]",278608,en,Baby Geniuses and the Treasures of Egypt,1.597,1.8,6,baby geniuses and the treasures of egypt,2014-06-24,baby geniuses and the treasures of egypt,0.0,0.0,baby geniuses and the treasures of egypt,0.0,0.0
[53],241261,en,The Girl on the Train,1.595,5.9,25,the girl on the train,2014-07-03,The Girl on the Train,0.0,0.0,The Girl on the Train,0.0,97100.0
"[53, 27]",293828,en,Starve,1.595,4.8,15,starve,2014-10-03,starve,0.0,0.0,starve,0.0,0.0
"[53, 18]",338241,en,The Girl on the Roof,1.59,6.0,2,the girl on the roof,2014-06-29,the girl on the roof,0.0,0.0,the girl on the roof,0.0,0.0
[18],259460,es,Conducta,1.588,7.5,26,behavior,2014-05-28,behavior,0.0,0.0,behavior,0.0,0.0
"[10770, 18, 35]",287241,en,The Unauthorized Saved by the Bell Story,1.585,4.3,21,the unauthorized saved by the bell story,2014-09-01,the unauthorized saved by the bell story,0.0,0.0,the unauthorized saved by the bell story,0.0,0.0
"[10770, 10751, 10749, 35]",284166,en,For Better or For Worse,1.583,5.2,18,for better or for worse,2014-07-19,for better or for worse,0.0,0.0,for better or for worse,0.0,0.0
"[35, 12]",252102,en,Land Ho!,1.58,5.6,32,land ho!,2014-07-11,land ho!,0.0,0.0,land ho!,0.0,0.0
"[12, 16, 10751]",136368,th,เอคโค่ จิ๋วก้องโลก,1.579,5.8,8,echo planet,2014-08-01,echo planet,0.0,0.0,echo planet,0.0,0.0
"[53, 27]",341957,en,21 Days,1.579,4.6,9,21 days,2014-01-01,21 days,0.0,0.0,21 days,0.0,0.0
"[18, 10770, 10751, 9648]",289225,en,Love Finds You In Sugarcreek,1.578,6.5,9,love finds you in sugarcreek,2014-06-01,love finds you in sugarcreek,0.0,0.0,love finds you in sugarcreek,0.0,0.0
"[12, 27, 9648, 53]",279516,en,Ten,1.575,5.4,5,ten,2014-03-28,Ten,0.0,0.0,ten,0.0,0.0
"[9648, 80, 18, 53]",299608,pl,Służby Specjalne,1.569,6.5,13,secret wars,2014-11-12,secret wars,0.0,0.0,secret wars,0.0,0.0
[35],258135,hu,Megdönteni Hajnal Tímeát,1.569,6.0,7,what ever happened to timi,2014-02-13,what ever happened to timi,0.0,0.0,what ever happened to timi,0.0,0.0
[35],436902,it,Decamerone '300,1.564,5.7,3,decamerone '300,2014-05-06,decamerone '300,0.0,0.0,decamerone '300,0.0,0.0
"[35, 99]",250114,en,Nick Offerman: American Ham,1.56,6.7,21,nick offerman: american ham,2014-01-23,nick offerman: american ham,0.0,0.0,nick offerman: american ham,0.0,0.0
"[80, 9648, 53, 10770]",295991,en,The Hazing Secret,1.559,4.7,3,the hazing secret,2014-09-21,the hazing secret,0.0,0.0,the hazing secret,0.0,0.0
[99],200487,en,Web Junkie,1.558,6.4,8,web junkie,2014-01-20,web junkie,0.0,0.0,web junkie,0.0,0.0
[35],297019,en,The Shaukeens,1.558,4.5,14,the shaukeens,2014-11-07,the shaukeens,0.0,0.0,the shaukeens,0.0,0.0
[35],251990,en,No Clue,1.555,5.0,9,no clue,2014-06-17,no clue,0.0,0.0,no clue,0.0,0.0
"[35, 18, 10749]",329813,id,Bajaj Bajuri: The Movie,1.547,7.0,2,bajaj bajuri: the movie,2014-12-10,bajaj bajuri: the movie,0.0,0.0,bajaj bajuri: the movie,0.0,0.0
[],248211,en,Liar's Dice,1.541,6.4,5,liar's dice,2014-01-18,liar's dice,0.0,0.0,liar's dice,0.0,0.0
"[35, 18]",198119,fr,Demi-sœur,1.536,6.4,25,half-sister,2014-02-07,half-sister,0.0,0.0,half-sister,0.0,0.0
"[18, 35]",317664,en,Beef,1.536,6.3,3,beef,2014-11-11,beef,0.0,0.0,beef,0.0,0.0
"[18, 10751]",254258,en,As Dreamers Do,1.533,4.2,9,as dreamers do,2014-05-02,as dreamers do,0.0,0.0,as dreamers do,0.0,0.0
"[18, 10402]",296879,en,Of Mind and Music,1.532,6.1,6,of mind and music,2014-10-19,of mind and music,0.0,0.0,of mind and music,0.0,0.0
"[9648, 27, 53]",289197,es,Necrofobia,1.53,5.1,14,necrophobia 3d,2014-09-18,necrophobia 3d,0.0,0.0,necrophobia 3d,0.0,0.0
"[9648, 35, 10749]",347968,en,One Minute Time Machine,1.514,7.9,29,one minute time machine,2014-03-29,one minute time machine,0.0,0.0,one minute time machine,0.0,0.0
"[18, 10752]",239845,en,The Patrol,1.514,3.8,7,the patrol,2014-02-07,the patrol,0.0,0.0,the patrol,0.0,0.0
"[10749, 35]",301229,en,Muffin Top: A Love Story,1.508,4.2,8,muffin top: a love story,2014-10-18,muffin top: a love story,0.0,0.0,muffin top: a love story,0.0,0.0
[99],250668,en,Rich Hill,1.507,7.1,33,rich hill,2014-01-19,rich hill,0.0,0.0,rich hill,0.0,0.0
[99],276122,en,A Brony Tale,1.506,5.9,14,a brony tale,2014-07-08,a brony tale,0.0,0.0,a brony tale,0.0,0.0
[878],256509,en,Flytrap,1.505,3.0,3,flytrap,2014-12-10,flytrap,0.0,0.0,flytrap,0.0,0.0
[27],50962,en,Evil Come Evil Go,1.504,4.2,5,evil come evil go,1972-02-18,evil come evil go,0.0,0.0,evil come evil go,0.0,0.0
"[36, 99, 80]",278772,en,Serial Killer Culture,1.503,5.9,7,serial killer culture,2014-02-04,serial killer culture,0.0,0.0,serial killer culture,0.0,0.0
"[878, 18]",271879,en,Exit Log,1.498,3.0,1,exit log,2014-04-21,exit log,0.0,0.0,exit log,0.0,0.0
"[10749, 10770]",303601,en,Naughty & Nice,1.497,7.1,19,naughty & nice,2014-11-09,naughty & nice,0.0,0.0,naughty & nice,0.0,0.0
[27],254126,en,Blood Shed,1.497,3.7,10,blood shed,2014-02-05,blood shed,0.0,0.0,blood shed,0.0,0.0
[35],204681,fr,Grand Départ,1.491,5.1,7,grand départ,2014-05-23,grand départ,0.0,0.0,grand départ,0.0,0.0
"[10749, 18]",322903,en,Naz & Maalik,1.487,7.2,5,naz & maalik,2014-01-01,naz & maalik,0.0,0.0,naz & maalik,0.0,0.0
[35],273128,en,"Myq Kaplan: Small, Dork and Handsome",1.483,7.2,5,"myq kaplan: small, dork and handsome",2014-05-15,"myq kaplan: small, dork and handsome",0.0,0.0,"myq kaplan: small, dork and handsome",0.0,0.0
[10751],239018,en,A Lesson in Romance,1.483,4.4,6,a lesson in romance,2014-04-18,a lesson in romance,0.0,0.0,a lesson in romance,0.0,0.0
"[28, 27]",224951,en,Evil Feed,1.483,4.3,12,evil feed,2014-06-28,evil feed,0.0,0.0,evil feed,0.0,0.0
"[12, 99, 10751]",342562,en,Tiny Giants 3D,1.481,7.8,10,tiny giants 3d,2014-05-24,tiny giants 3d,0.0,0.0,tiny giants 3d,0.0,0.0
[53],299796,en,Fotograf,1.481,6.7,5,the photographer,2014-10-10,the photographer,0.0,0.0,the photographer,0.0,0.0
"[878, 28, 14, 12]",257155,en,Threads of Destiny,1.481,5.2,13,threads of destiny,2014-02-23,threads of destiny,0.0,0.0,threads of destiny,0.0,0.0
[18],254196,da,En du elsker,1.48,5.4,14,someone you love,2014-12-20,someone you love,0.0,0.0,someone you love,0.0,0.0
"[27, 18]",260163,en,Apocalyptic,1.48,4.8,18,apocalyptic,2014-07-28,apocalyptic,0.0,0.0,apocalyptic,0.0,0.0
[99],266080,en,National Gallery,1.479,7.7,17,national gallery,2014-11-05,national gallery,0.0,0.0,national gallery,0.0,0.0
[99],147778,en,Showrunners: The Art of Running a TV Show,1.477,6.2,31,showrunners: the art of running a tv show,2014-10-31,showrunners: the art of running a tv show,0.0,0.0,showrunners: the art of running a tv show,0.0,0.0
[18],313733,en,Anomaly,1.476,6.3,9,anomaly,2014-04-16,anomaly,0.0,0.0,anomaly,0.0,0.0
"[28, 18, 878]",120172,he,Another World,1.476,4.1,39,another world,2014-10-26,another world,0.0,0.0,another world,0.0,0.0
"[18, 35]",276906,en,Apartment Troubles,1.475,5.4,8,apartment troubles,2014-06-15,apartment troubles,0.0,0.0,apartment troubles,0.0,0.0
[35],287915,en,One Night in Istanbul,1.468,4.1,8,one night in istanbul,2014-11-21,one night in istanbul,0.0,0.0,one night in istanbul,0.0,0.0
"[16, 10751]",303026,en,Mule-Tide Christmas,1.466,4.0,3,mule-tide christmas,2014-11-04,mule-tide christmas,0.0,0.0,mule-tide christmas,0.0,0.0
"[53, 18, 27]",272101,en,Sacrament,1.464,4.6,9,sacrament,2014-06-07,sacrament,0.0,0.0,sacrament,0.0,0.0
"[27, 878, 53]",334894,en,Nightmare Code,1.462,4.8,8,nightmare code,2014-01-01,nightmare code,0.0,0.0,nightmare code,0.0,0.0
"[27, 53]",261071,en,Happy Camp,1.462,4.4,8,happy camp,2014-03-25,happy camp,0.0,0.0,happy camp,0.0,0.0
[99],503880,en,The Matrix Revolutions Revisited,1.459,10.0,1,the matrix revolutions revisited,2014-12-07,the matrix revolutions revisited,0.0,0.0,the matrix revolutions revisited,0.0,0.0
"[10402, 99]",210274,en,Filmage: The Story of Descendents/All,1.457,7.3,8,filmage: the story of descendents/all,2014-09-30,filmage: the story of descendents/all,0.0,0.0,filmage: the story of descendents/all,0.0,0.0
[35],287954,en,Lolita from Interstellar Space,1.456,7.0,1,lolita from interstellar space,2014-03-08,lolita from interstellar space,0.0,0.0,lolita from interstellar space,0.0,0.0
[53],255278,en,Way of the Wicked,1.451,3.7,24,way of the wicked,2014-05-20,way of the wicked,0.0,0.0,way of the wicked,0.0,0.0
[18],262733,en,Dubrovskiy,1.45,5.1,9,dubrovskiy,2014-04-07,dubrovskiy,0.0,0.0,dubrovskiy,0.0,0.0
"[27, 53]",212814,en,Death Do Us Part,1.449,3.9,12,death do us part,2014-04-15,death do us part,0.0,0.0,death do us part,0.0,0.0
[27],46998,en,Το Κακό - Στην εποχή των ηρώων,1.446,5.2,9,evil - in the time of heroes,2014-03-25,evil - in the time of heroes,0.0,0.0,evil - in the time of heroes,0.0,0.0
[18],255174,de,Töchter,1.445,4.0,5,daughters,2014-10-13,daughters,0.0,0.0,daughters,0.0,0.0
[99],300605,pt,Cidade de Deus: 10 Anos Depois,1.444,7.0,33,city of god – 10 years later,2014-03-20,city of god – 10 years later,0.0,0.0,city of god – 10 years later,0.0,0.0
[18],287507,es,Dólares de arena,1.443,6.8,10,sand dollars,2015-11-06,sand dollars,0.0,0.0,sand dollars,0.0,0.0
"[18, 35, 10749]",319017,en,The Last Straight Man,1.443,5.5,14,the last straight man,2014-05-06,the last straight man,0.0,0.0,the last straight man,0.0,0.0
[18],334718,pl,"Serce, Serduszko",1.441,4.7,3,the heart and sweetheart,2014-11-18,the heart and sweetheart,0.0,0.0,the heart and sweetheart,0.0,0.0
[99],294862,en,Magical Universe,1.439,6.6,5,magical universe,2014-10-31,magical universe,0.0,0.0,magical universe,0.0,0.0
"[14, 12]",312157,ru,Форт Росс: В поисках приключений,1.439,1.0,2,fort ross: in search of adventure,2014-08-19,fort ross: in search of adventure,0.0,0.0,fort ross: in search of adventure,0.0,0.0
"[99, 10402]",293187,en,On the Run Tour: Beyoncé and Jay Z,1.436,8.3,18,on the run tour: beyoncé and jay z,2014-09-20,on the run tour: beyoncé and jay z,0.0,0.0,on the run tour: beyoncé and jay z,0.0,0.0
[99],286407,en,Mission Blue,1.432,7.7,21,mission blue,2014-01-30,mission blue,0.0,0.0,mission blue,0.0,0.0
[27],258255,en,Mischief Night,1.431,4.6,12,mischief night,2014-05-20,mischief night,0.0,0.0,mischief night,0.0,0.0
"[35, 18, 10751]",289229,en,My Dad's a Soccer Mom,1.428,6.2,7,my dad's a soccer mom,2014-06-21,my dad's a soccer mom,0.0,0.0,my dad's a soccer mom,0.0,0.0
"[35, 27, 878]",428282,en,Never Open the Door,1.428,5.0,7,never open the door,2014-12-01,never open the door,0.0,0.0,never open the door,0.0,0.0
[99],288846,en,Inside 'Inside Llewyn Davis',1.425,6.8,10,inside 'inside llewyn davis',2014-03-11,inside 'inside llewyn davis',0.0,0.0,inside 'inside llewyn davis',0.0,0.0
"[18, 10749]",199647,en,The Color of Time,1.425,3.9,15,the color of time,2014-12-09,the color of time,0.0,0.0,the color of time,0.0,0.0
"[27, 99]",499739,en,Creating Carrie,1.418,6.7,17,creating carrie,2014-01-14,creating carrie,0.0,0.0,creating carrie,0.0,0.0
"[53, 80, 27]",417707,en,The Laughing Mask,1.414,4.1,8,the laughing mask,2014-10-31,the laughing mask,0.0,0.0,the laughing mask,0.0,0.0
"[35, 18]",261823,en,Loitering with Intent,1.412,4.4,7,loitering with intent,2014-04-18,loitering with intent,0.0,0.0,loitering with intent,0.0,0.0
"[27, 53]",291452,en,Camp Blood First Slaughter,1.412,3.1,7,camp blood first slaughter,2014-05-20,camp blood first slaughter,0.0,0.0,camp blood first slaughter,0.0,0.0
[99],292985,en,The Story of Frozen: Making a Disney Animated Classic,1.41,7.1,15,the story of frozen: making a disney animated classic,2014-09-15,the story of frozen: making a disney animated classic,0.0,0.0,the story of frozen: making a disney animated classic,0.0,0.0
[99],261041,en,The Search for General Tso,1.404,6.7,31,the search for general tso,2014-04-20,the search for general tso,0.0,0.0,the search for general tso,0.0,0.0
[53],226788,fr,La confrérie des larmes,1.402,5.6,20,brotherhood of tears,2014-04-27,brotherhood of tears,0.0,0.0,brotherhood of tears,0.0,0.0
"[35, 18, 10751]",312167,en,Merry Ex-Mas,1.401,1.7,5,merry ex-mas,2014-12-05,merry ex-mas,0.0,0.0,merry ex-mas,0.0,0.0
[99],298927,en,Warsaw Uprising,1.4,10.0,1,warsaw uprising,2014-10-31,warsaw uprising,0.0,0.0,warsaw uprising,0.0,0.0
"[35, 27]",279493,en,Catch of the Day,1.4,10.0,2,catch of the day,2014-09-12,catch of the day,0.0,0.0,catch of the day,0.0,0.0
"[10751, 16, 14]",308141,en,Sofia the First: The Curse of Princess Ivy,1.4,9.8,3,sofia the first: the curse of princess ivy,2014-11-23,sofia the first: the curse of princess ivy,0.0,0.0,sofia the first: the curse of princess ivy,0.0,0.0
[18],393257,en,Si-o-se Pol,1.4,9.0,1,si-o-se pol,2014-04-17,si-o-se pol,0.0,0.0,si-o-se pol,0.0,0.0
[],312034,en,Seasons of Love,1.4,8.5,1,seasons of love,2014-11-23,seasons of love,0.0,0.0,seasons of love,0.0,0.0
"[53, 27]",280381,en,House at the End of the Drive,1.4,8.0,1,house at the end of the drive,2014-01-11,House at the End of the Drive,0.0,0.0,house at the end of the drive,0.0,0.0
[99],336592,en,The Science of Interstellar,1.4,7.8,8,the science of interstellar,2014-11-25,the science of interstellar,0.0,0.0,the science of interstellar,0.0,0.0
"[18, 35]",335669,en,Bread and Butter,1.4,7.8,2,bread and butter,2014-10-18,bread and butter,0.0,0.0,bread and butter,0.0,0.0
"[18, 10751]",268860,hi,Hawaa Hawaai,1.4,7.6,9,hawaa hawaai,2014-05-09,hawaa hawaai,0.0,0.0,hawaa hawaai,0.0,0.0
[35],424432,en,Sofia Coppola's Little Mermaid,1.4,7.6,5,sofia coppola's little mermaid,2014-05-06,sofia coppola's little mermaid,0.0,0.0,sofia coppola's little mermaid,0.0,0.0
[35],316590,en,Robert Kelly: Live at the Village Underground,1.4,7.6,5,robert kelly: live at the village underground,2014-08-08,robert kelly: live at the village underground,0.0,0.0,robert kelly: live at the village underground,0.0,0.0
"[10751, 16, 12]",286940,en,The Boxcar Children,1.4,7.6,10,the boxcar children,2014-08-05,the boxcar children,0.0,0.0,the boxcar children,0.0,0.0
[35],375380,en,Tiny Detectives,1.4,7.4,8,tiny detectives,2014-09-24,tiny detectives,0.0,0.0,tiny detectives,0.0,0.0
"[10402, 99]",324277,en,Jaco,1.4,7.4,12,jaco,2014-10-06,jaco,0.0,0.0,jaco,0.0,0.0
