genre_ids,id_x,original_language,original_title,popularity,vote_average,vote_count,title_clean,release_date,movie,production_budget,worldwide_gross,title,domestic_gross,foreign_gross
"[12, 14, 10751]",12444,en,Harry Potter and the Deathly Hallows: Part 1,33.533,7.7,10788,harry potter and the deathly hallows: part 1,2010-11-19,harry potter and the deathly hallows: part 1,0.0,0.0,harry potter and the deathly hallows: part 1,0.0,0.0
"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,28.734,7.7,7610,how to train your dragon,2010-03-26,How to Train Your Dragon,0.0,0.0,How to Train Your Dragon,0.0,277300000.0
"[12, 28, 878]",10138,en,Iron Man 2,28.515,6.8,12368,iron man 2,2010-05-07,Iron Man 2,0.0,0.0,Iron Man 2,0.0,311500000.0
"[16, 35, 10751]",862,en,Toy Story,28.005,7.9,10174,toy story,1995-11-22,Toy Story,0.0,0.0,toy story,0.0,0.0
"[28, 878, 12]",27205,en,Inception,27.92,8.3,22186,inception,2010-07-16,Inception,0.0,0.0,Inception,0.0,535700000.0
"[12, 14, 10751]",32657,en,Percy Jackson & the Olympians: The Lightning Thief,26.691,6.1,4229,percy jackson & the olympians: the lightning thief,2010-02-11,Percy Jackson & the Olympians: The Lightning Thief,0.0,0.0,Percy Jackson & The Olympians: The Lightning Thief,0.0,137700000.0
"[28, 12, 14, 878]",19995,en,Avatar,26.526,7.4,18676,avatar,2009-12-18,Avatar,0.0,0.0,avatar,0.0,0.0
"[16, 10751, 35]",10193,en,Toy Story 3,24.445,7.7,8340,toy story 3,2010-06-17,Toy Story 3,0.0,0.0,Toy Story 3,0.0,652000000.0
"[16, 10751, 35]",20352,en,Despicable Me,23.673,7.2,10057,despicable me,2010-07-09,Despicable Me,0.0,0.0,Despicable Me,0.0,291600000.0
"[16, 28, 35, 10751, 878]",38055,en,Megamind,22.855,6.8,3635,megamind,2010-11-04,Megamind,0.0,0.0,Megamind,0.0,173500000.0
"[16, 35, 10751]",863,en,Toy Story 2,22.698,7.5,7553,toy story 2,1999-11-24,Toy Story 2,0.0,0.0,toy story 2,0.0,0.0
"[10751, 14, 12]",12155,en,Alice in Wonderland,22.02,6.6,8713,alice in wonderland,2010-03-05,Alice in Wonderland,0.0,0.0,alice in wonderland,0.0,0.0
"[10751, 14, 12]",12155,en,Alice in Wonderland,22.02,6.6,8713,alice in wonderland,2010-03-05,Alice in Wonderland,0.0,0.0,alice in wonderland,0.0,0.0
"[53, 12, 28]",27578,en,The Expendables,21.517,6.1,4647,the expendables,2010-08-03,The Expendables,0.0,0.0,The Expendables,0.0,171400000.0
"[16, 10751]",38757,en,Tangled,21.511,7.5,6407,tangled,2010-11-24,Tangled,0.0,0.0,Tangled,0.0,391000000.0
"[27, 80]",41439,en,Saw 3D,20.37,6.0,1488,saw: the final chapter,2010-10-28,saw: the final chapter,0.0,0.0,saw: the final chapter,0.0,0.0
"[12, 14, 18, 10749]",24021,en,The Twilight Saga: Eclipse,20.34,6.0,4909,the twilight saga: eclipse,2010-06-23,The Twilight Saga: Eclipse,0.0,0.0,The Twilight Saga: Eclipse,0.0,398000000.0
"[28, 53, 878]",20504,en,The Book of Eli,18.985,6.7,3495,the book of eli,2010-01-11,The Book of Eli,0.0,0.0,The Book of Eli,0.0,62300000.0
"[10402, 10749]",52371,nl,LelleBelle,18.586,4.5,36,lellebelle,2010-10-09,lellebelle,0.0,0.0,lellebelle,0.0,0.0
"[28, 18, 53]",2502,en,The Bourne Supremacy,18.199,7.3,4367,the bourne supremacy,2004-07-23,The Bourne Supremacy,0.0,0.0,the bourne supremacy,0.0,0.0
"[18, 53, 9648]",11324,en,Shutter Island,18.06,8.1,12625,shutter island,2010-02-18,Shutter Island,0.0,0.0,Shutter Island,0.0,166800000.0
"[28, 18, 9648, 53]",2501,en,The Bourne Identity,17.935,7.4,5406,the bourne identity,2002-06-14,The Bourne Identity,0.0,0.0,the bourne identity,0.0,0.0
"[28, 35]",37834,en,Knight and Day,17.713,6.0,2494,knight and day,2010-06-23,Knight and Day,0.0,0.0,knight and day,0.0,0.0
"[12, 10751, 14]",10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,17.382,6.3,3196,the chronicles of narnia: the voyage of the dawn treader,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,0.0,0.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,0.0,311300000.0
"[18, 10749]",41233,en,Step Up 3D,17.174,6.7,1160,step up 3d,2010-08-06,Step Up 3D,0.0,0.0,step up 3d,0.0,0.0
"[53, 28, 12, 35, 80]",34544,en,The A-Team,17.097,6.3,2703,the a-team,2010-06-11,The A-Team,0.0,0.0,The A-Team,0.0,100000000.0
"[18, 36]",45269,en,The King's Speech,16.798,7.7,5013,the king's speech,2010-09-06,the king's speech,0.0,0.0,The King's Speech,0.0,275400000.0
"[28, 35, 80, 53]",9737,en,Bad Boys,16.608,6.6,2936,bad boys,1995-04-07,Bad Boys,0.0,0.0,bad boys,0.0,0.0
"[28, 12, 10751, 14]",10196,en,The Last Airbender,16.595,4.6,2143,the last airbender,2010-07-01,The Last Airbender,0.0,0.0,The Last Airbender,0.0,187900000.0
"[28, 878, 12, 53]",34851,en,Predators,16.216,6.1,1979,predators,2010-07-03,Predators,0.0,0.0,Predators,0.0,75200000.0
[18],37799,en,The Social Network,15.889,7.2,6116,the social network,2010-10-01,The Social Network,0.0,0.0,The Social Network,0.0,128000000.0
"[28, 53]",38234,en,Undisputed III: Redemption,15.886,7.4,302,undisputed iii: redemption,2010-05-22,undisputed iii: redemption,0.0,0.0,undisputed iii: redemption,0.0,0.0
"[18, 36]",568,en,Apollo 13,15.855,7.4,2821,apollo 13,1995-06-30,Apollo 13,0.0,0.0,apollo 13,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jun 6, 2014",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Dec 31, 2020",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jul 19, 2002",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jul 23, 2004",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Mar 21, 2014",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Dec 6, 1996",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Dec 23, 2009",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Dec 19, 2003",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Aug 4, 2017",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Nov 10, 2017",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Mar 17, 2000",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Oct 13, 1995",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Sep 10, 2004",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jan 15, 2016",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jan 16, 2004",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Sep 12, 2008",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Nov 21, 1990",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Aug 27, 2010",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jul 3, 2002",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Aug 17, 2005",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jun 20, 1980",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jan 27, 2012",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Oct 12, 2018",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Sep 25, 2009",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Nov 17, 2017",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Aug 13, 2004",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Apr 28, 2017",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Aug 7, 2015",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Mar 24, 2006",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Dec 17, 1982",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Apr 3, 1998",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Mar 12, 2010",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Dec 7, 2018",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Nov 1, 2013",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Apr 12, 2002",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jun 12, 1998",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Oct 19, 2007",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Sep 8, 2000",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Aug 4, 2006",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jan 12, 2000",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Oct 20, 2017",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"May 10, 2011",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Mar 23, 2018",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Dec 31, 2011",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Aug 4, 2000",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Feb 2, 2018",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Nov 4, 1998",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Dec 31, 2015",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jul 13, 2018",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Sep 23, 2008",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Sep 7, 2007",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Feb 11, 2005",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Mar 19, 1999",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Jan 26, 2010",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Mar 31, 2006",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Nov 10, 2009",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 53, 878, 12]",95,en,Armageddon,15.799,6.7,4267,armageddon,"Mar 17, 2015",Armageddon,0.0,0.0,armageddon,0.0,0.0
"[28, 18, 9648, 53]",2503,en,The Bourne Ultimatum,15.62,7.4,4440,the bourne ultimatum,2007-08-03,The Bourne Ultimatum,0.0,0.0,the bourne ultimatum,0.0,0.0
"[12, 14, 28]",18823,en,Clash of the Titans,15.574,5.7,3714,clash of the titans,2010-04-02,Clash of the Titans,0.0,0.0,clash of the titans,0.0,0.0
"[12, 14, 28]",18823,en,Clash of the Titans,15.574,5.7,3714,clash of the titans,2010-04-02,Clash of the Titans,0.0,0.0,clash of the titans,0.0,0.0
"[35, 10749]",34806,en,The Back-Up Plan,15.49,6.0,806,the back-up plan,2010-04-23,The Back-up Plan,0.0,0.0,The Back-Up Plan,0.0,40000000.0
"[28, 12, 18]",20662,en,Robin Hood,15.444,6.3,2569,robin hood,2010-05-14,Robin Hood,0.0,0.0,Robin Hood,0.0,216400000.0
"[28, 12, 18]",20662,en,Robin Hood,15.444,6.3,2569,robin hood,2010-05-14,Robin Hood,0.0,0.0,Robin Hood,0.0,216400000.0
"[35, 14, 10751]",35019,en,Nanny McPhee and the Big Bang,15.213,6.1,953,nanny mcphee and the big bang,2010-08-20,Nanny McPhee and the Big Bang,0.0,0.0,nanny mcphee and the big bang,0.0,0.0
"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,15.041,6.1,3843,shrek forever after,2010-05-16,Shrek Forever After,0.0,0.0,Shrek Forever After,0.0,513900000.0
[35],37735,en,Easy A,14.69,6.8,4168,easy a,2010-09-17,Easy A,0.0,0.0,Easy A,0.0,16600000.0
"[14, 12, 28, 35, 18]",27022,en,The Sorcerer's Apprentice,14.463,5.9,2879,the sorcerer's apprentice,2010-07-13,The Sorcerer's Apprentice,0.0,0.0,The Sorcerer's Apprentice,0.0,152100000.0
"[28, 35, 10749]",22538,en,Scott Pilgrim vs. the World,14.383,7.3,3882,scott pilgrim vs. the world,2010-08-13,Scott Pilgrim vs. The World,0.0,0.0,Scott Pilgrim vs. the World,0.0,16100000.0
[35],38365,en,Grown Ups,14.291,6.1,3171,grown ups,2010-06-24,Grown Ups,0.0,0.0,Grown Ups,0.0,109400000.0
"[35, 10749]",239,en,Some Like It Hot,14.2,8.2,1562,some like it hot,1959-03-18,Some Like it Hot,0.0,0.0,some like it hot,0.0,0.0
"[80, 18, 28, 53]",41283,en,Faster,14.172,6.2,895,faster,2010-11-23,Faster,0.0,0.0,Faster,0.0,12400000.0
[27],7978,en,The Wolfman,14.03,5.7,1009,the wolfman,2010-02-12,The Wolfman,0.0,0.0,The Wolfman,0.0,77800000.0
"[28, 53]",44048,en,Unstoppable,14.01,6.4,1913,unstoppable,2010-11-12,Unstoppable,0.0,0.0,Unstoppable,0.0,86200000.0
"[18, 53]",44214,en,Black Swan,13.745,7.6,8374,black swan,2010-12-03,Black Swan,0.0,0.0,Black Swan,0.0,222400000.0
"[16, 12, 10751, 14]",44683,en,Tinker Bell and the Great Fairy Rescue,13.724,6.5,451,tinker bell and the great fairy rescue,2010-09-21,tinker bell and the great fairy rescue,0.0,0.0,tinker bell and the great fairy rescue,0.0,0.0
"[10749, 18]",61979,es,Tres metros sobre el cielo,13.721,7.5,960,three steps above heaven,2010-12-20,three steps above heaven,0.0,0.0,three steps above heaven,0.0,0.0
"[12, 28, 18]",23759,en,Centurion,13.548,6.1,673,centurion,2010-02-15,Centurion,0.0,0.0,Centurion,0.0,6700000.0
"[28, 35, 80]",27581,en,The Other Guys,13.508,6.2,2187,the other guys,2010-08-06,The Other Guys,0.0,0.0,The Other Guys,0.0,51200000.0
"[80, 18, 53]",23168,en,The Town,13.476,7.1,2386,the town,2010-09-17,The Town,0.0,0.0,The Town,0.0,61800000.0
"[28, 37, 18, 14, 53]",20533,en,Jonah Hex,13.467,4.6,708,jonah hex,2010-06-18,Jonah Hex,0.0,0.0,Jonah Hex,0.0,356000.0
"[12, 28, 878]",20526,en,TRON: Legacy,13.459,6.3,4387,tron: legacy,2010-12-10,Tron: Legacy,0.0,0.0,tron: legacy,0.0,0.0
"[12, 14, 28, 10749]",9543,en,Prince of Persia: The Sands of Time,13.44,6.2,4040,prince of persia: the sands of time,2010-05-27,prince of persia: the sands of time,0.0,0.0,Prince of Persia: The Sands of Time,0.0,245600000.0
"[35, 16, 10751]",9994,en,The Great Mouse Detective,13.348,7.1,769,the great mouse detective,1986-07-02,the great mouse detective,0.0,0.0,the great mouse detective,0.0,0.0
"[14, 18]",7980,en,The Lovely Bones,13.285,6.8,2226,the lovely bones,2010-01-15,The Lovely Bones,0.0,0.0,the lovely bones,0.0,0.0
[18],705,en,All About Eve,13.163,8.2,685,all about eve,2000-10-06,all about eve,0.0,0.0,all about eve,0.0,0.0
"[18, 12, 37]",44264,en,True Grit,13.118,7.2,2816,true grit,2010-12-22,True Grit,0.0,0.0,True Grit,0.0,81000000.0
"[53, 80, 27]",43947,en,I Spit on Your Grave,13.102,6.3,977,i spit on your grave,2010-10-08,I Spit on Your Grave,0.0,0.0,I Spit on Your Grave,0.0,480000.0
"[28, 80]",23483,en,Kick-Ass,13.08,7.1,7540,kick-ass,2010-04-16,Kick-Ass,0.0,0.0,Kick-Ass,0.0,48100000.0
"[35, 878, 16]",51888,en,Robot Chicken: Star Wars Episode III,13.062,7.5,60,robot chicken: star wars episode iii,2010-12-19,robot chicken: star wars episode iii,0.0,0.0,robot chicken: star wars episode iii,0.0,0.0
"[28, 9648, 53]",27576,en,Salt,13.025,6.3,3240,salt,2010-07-23,Salt,0.0,0.0,Salt,0.0,175200000.0
"[10770, 16, 14, 10751]",47626,en,Legend of the BoneKnapper Dragon,13.013,6.4,116,legend of the boneknapper dragon,2010-10-15,legend of the boneknapper dragon,0.0,0.0,legend of the boneknapper dragon,0.0,0.0
"[28, 80, 53]",26389,en,From Paris with Love,12.862,6.2,1075,from paris with love,2010-02-05,From Paris With Love,0.0,0.0,From Paris with Love,0.0,28700000.0
"[28, 16, 9648]",40662,en,Batman: Under the Red Hood,12.704,7.7,756,batman: under the red hood,2010-07-27,batman: under the red hood,0.0,0.0,batman: under the red hood,0.0,0.0
"[16, 12, 14, 10751]",42949,en,Arthur 3: la guerre des deux mondes,12.679,5.6,865,arthur 3: the war of the two worlds,2010-08-22,arthur 3: the war of the two worlds,0.0,0.0,arthur 3: the war of the two worlds,0.0,0.0
"[35, 10751, 14]",23023,en,Tooth Fairy,12.65,5.3,1058,tooth fairy,2010-01-22,Tooth Fairy,0.0,0.0,Tooth Fairy,0.0,52400000.0
"[28, 35, 53]",23631,en,Machete,12.557,6.3,1862,machete,2010-09-03,Machete,0.0,0.0,Machete,0.0,17500000.0
"[80, 18, 9648, 10749]",25376,es,El secreto de sus ojos,12.531,7.9,1141,the secret in their eyes,2010-04-16,the secret in their eyes,0.0,0.0,The Secret in Their Eyes,0.0,27600000.0
[35],35056,en,Date Night,12.498,6.0,1743,date night,2010-04-08,Date Night,0.0,0.0,Date Night,0.0,53600000.0
"[35, 18]",41733,en,Due Date,12.445,6.3,2973,due date,2010-11-04,Due Date,0.0,0.0,Due Date,0.0,111200000.0
"[28, 878, 53, 80]",31867,en,Repo Men,12.437,6.2,976,repo men,2010-03-19,Repo Men,0.0,0.0,Repo Men,0.0,4600000.0
"[16, 28]",43641,en,Superman/Shazam!: The Return of Black Adam,12.395,7.1,140,superman/shazam!: the return of black adam,2010-11-09,superman/shazam!: the return of black adam,0.0,0.0,superman/shazam!: the return of black adam,0.0,0.0
[16],28874,ja,サマーウォーズ,12.275,7.5,447,summer wars,2010-10-13,summer wars,0.0,0.0,summer wars,0.0,0.0
"[28, 12, 18, 10751]",38575,en,The Karate Kid,12.256,6.3,3140,the karate kid,2010-06-10,The Karate Kid,0.0,0.0,The Karate Kid,0.0,182500000.0
"[28, 12, 18, 10751]",38575,en,The Karate Kid,12.256,6.3,3140,the karate kid,2010-06-10,The Karate Kid,0.0,0.0,The Karate Kid,0.0,182500000.0
"[35, 10751]",33217,en,Diary of a Wimpy Kid,12.256,6.0,736,diary of a wimpy kid,2010-03-19,Diary of a Wimpy Kid,0.0,0.0,Diary of a Wimpy Kid,0.0,11700000.0
"[9648, 27, 28]",29427,en,The Crazies,12.246,6.2,1036,the crazies,2010-02-26,The Crazies,0.0,0.0,The Crazies,0.0,15700000.0
"[28, 53, 80, 9648]",33613,sv,Luftslottet som sprängdes,12.235,7.0,705,the girl who kicked the hornet's nest,2010-10-29,the girl who kicked the hornet's nest,0.0,0.0,The Girl Who Kicked the Hornet's Nest,0.0,38300000.0
"[35, 10749]",39451,en,Little Fockers,12.153,5.6,1883,little fockers,2010-12-21,Little Fockers,0.0,0.0,Little Fockers,0.0,162200000.0
"[28, 12, 35, 80, 53]",39514,en,RED,12.082,6.6,4162,red,2010-10-14,Red,0.0,0.0,Red,0.0,108600000.0
"[18, 10749, 10752]",22971,en,Dear John,12.048,6.8,2676,dear john,2010-02-04,Dear John,0.0,0.0,Dear John,0.0,35000000.0
[27],22894,en,Legion,12.032,5.3,1154,legion,2010-01-22,Legion,0.0,0.0,legion,0.0,0.0
"[12, 14, 16, 878]",37933,ja,ゲド戦記,12.005,6.6,502,tales from earthsea,2010-08-13,tales from earthsea,0.0,0.0,Tales from Earthsea,0.0,68600000.0
"[10749, 35]",25195,en,Leap Year,11.821,6.7,990,leap year,2010-01-08,Leap Year,0.0,0.0,Leap Year,0.0,6700000.0
"[35, 10749, 18]",38408,en,Life As We Know It,11.806,6.8,1748,life as we know it,2010-10-02,Life as We Know It,0.0,0.0,Life as We Know It,0.0,52300000.0
"[18, 28, 53, 80, 9648]",24253,sv,Flickan som lekte med elden,11.655,7.0,881,the girl who played with fire,2010-07-09,the girl who played with fire,0.0,0.0,The Girl Who Played with Fire,0.0,59500000.0
"[18, 53]",38363,en,Fair Game,11.624,6.6,384,fair game,2010-05-20,Fair Game,0.0,0.0,fair game,0.0,0.0
"[35, 10402, 10770]",44244,en,Camp Rock 2: The Final Jam,11.542,6.1,878,camp rock 2: the final jam,2010-09-03,camp rock 2: the final jam,0.0,0.0,camp rock 2: the final jam,0.0,0.0
"[10752, 28, 12, 18, 53]",22972,en,Green Zone,11.519,6.4,1176,green zone,2010-03-11,Green Zone,0.0,0.0,Green Zone,0.0,59800000.0
"[28, 12, 16]",30061,en,Justice League: Crisis on Two Earths,11.498,7.2,277,justice league: crisis on two earths,2010-02-23,justice league: crisis on two earths,0.0,0.0,justice league: crisis on two earths,0.0,0.0
"[18, 10749]",23169,en,Remember Me,11.453,7.1,2079,remember me,2010-03-12,Remember Me,0.0,0.0,Remember Me,0.0,37000000.0
"[12, 18, 53]",44115,en,127 Hours,11.435,7.0,4469,127 hours,2010-11-05,127 Hours,0.0,0.0,127 Hours,0.0,42400000.0
"[9648, 14, 35, 12]",47533,de,Scooby-Doo! Curse of the Lake Monster,11.372,5.6,171,scooby-doo! curse of the lake monster,2010-10-15,scooby-doo! curse of the lake monster,0.0,0.0,scooby-doo! curse of the lake monster,0.0,0.0
"[35, 27]",43593,en,Piranha 3D,11.302,5.3,1029,piranha 3d,2010-08-20,Piranha 3D,0.0,0.0,Piranha 3D,0.0,58200000.0
"[12, 18, 28, 14]",37861,en,Valhalla Rising,11.26,6.0,582,valhalla rising,2010-07-16,Valhalla Rising,0.0,0.0,valhalla rising,0.0,0.0
"[80, 18, 9648, 53]",12201,en,Edge of Darkness,11.252,6.3,794,edge of darkness,2010-01-29,Edge of Darkness,0.0,0.0,Edge of Darkness,0.0,37800000.0
"[14, 12, 28, 9648]",35552,fr,Les Aventures extraordinaires d'Adèle Blanc-Sec,11.221,6.0,671,the extraordinary adventures of adèle blanc-sec,2010-04-14,the extraordinary adventures of adèle blanc-sec,0.0,0.0,the extraordinary adventures of adèle blanc-sec,0.0,0.0
"[35, 10749]",32856,en,Valentine's Day,11.187,5.8,1907,valentine's day,2010-02-11,Valentine's Day,0.0,0.0,Valentine's Day,0.0,106000000.0
"[10749, 18, 53, 80]",43539,en,The Next Three Days,11.147,7.0,1469,the next three days,2010-11-19,The Next Three Days,0.0,0.0,The Next Three Days,0.0,46300000.0
"[16, 10751, 10770]",50393,en,Kung Fu Panda Holiday,11.083,6.6,110,kung fu panda holiday,2010-11-26,kung fu panda holiday,0.0,0.0,kung fu panda holiday,0.0,0.0
"[18, 53, 9648]",26388,en,Buried,10.888,6.6,1487,buried,2010-09-24,Buried,0.0,0.0,Buried,0.0,18100000.0
"[28, 18, 36]",11645,ja,乱,10.885,8.1,600,ran,1985-09-26,ran,0.0,0.0,ran,0.0,0.0
"[12, 28, 35, 53]",41135,en,Operation: Endgame,10.799,4.9,88,operation: endgame,2010-07-20,operation: endgame,0.0,0.0,operation: endgame,0.0,0.0
"[35, 12, 10751, 14]",38745,en,Gulliver's Travels,10.768,5.1,1282,gulliver's travels,2010-12-25,Gulliver's Travels,0.0,0.0,Gulliver's Travels,0.0,194600000.0
"[16, 12, 10751, 14]",41216,en,Legend of the Guardians: The Owls of Ga'Hoole,10.754,6.6,1223,legend of the guardians: the owls of ga'hoole,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,0.0,0.0,Legend of the Guardians: The Owls of Ga'Hoole,0.0,84400000.0
